  370,20170901,  148,   79,  214
  370,20170902,  148,   88,  210
  370,20170903,  141,   62,  215
  370,20170904,  157,   95,  212
  370,20170905,  195,  156,  242
  370,20170906,  161,  131,  192
  370,20170907,  154,  102,  199
  370,20170908,  153,  141,  164
  370,20170909,  137,   86,  180
  370,20170910,  136,   79,  183
  370,20170911,  147,  123,  182
  370,20170912,  144,  119,  185
  370,20170913,  150,  112,  194
  370,20170914,  112,   89,  147
  370,20170915,  108,   66,  164
  370,20170916,  103,   58,  157
  370,20170917,  110,   43,  173
  370,20170918,  113,   90,  154
  370,20170919,  120,   75,  173
  370,20170920,  130,   82,  185
  370,20170921,  131,   79,  192
  370,20170922,  128,   60,  200
  370,20170923,  111,   43,  182
  370,20170924,  135,   46,  206
  370,20170925,  141,   85,  189
  370,20170926,  133,   88,  182
  370,20170927,  152,   65,  219
  370,20170928,  162,  134,  217
  370,20170929,  179,  124,  246
  370,20170930,  132,   84,  165
  370,20171001,  145,   92,  182
  370,20171002,  158,  122,  195
  370,20171003,  129,  106,  168
  370,20171004,  126,   96,  150
  370,20171005,  123,   80,  160
  370,20171006,  105,   68,  150
  370,20171007,  110,   93,  129
  370,20171008,  120,   99,  151
  370,20171009,  125,   94,  157
  370,20171010,  145,  123,  166
  370,20171011,  147,  127,  163
  370,20171012,  129,   83,  169
  370,20171013,  153,   87,  203
  370,20171014,  155,  112,  216
  370,20171015,  165,   94,  240
  370,20171016,  190,  141,  255
  370,20171017,  141,  116,  170
  370,20171018,  148,  116,  217
  370,20171019,  167,  100,  221
  370,20171020,  139,  104,  170
  370,20171021,  134,  100,  182
  370,20171022,  103,   92,  128
  370,20171023,  119,   77,  153
  370,20171024,  150,  126,  166
  370,20171025,  143,  106,  165
  370,20171026,  134,  111,  170
  370,20171027,  113,   69,  149
  370,20171028,  112,   81,  148
  370,20171030,   76,   40,  119
  370,20171031,   92,   67,  107
  370,20171101,  108,   84,  142
  370,20171102,   96,   55,  135
  370,20171103,   93,   62,  137
  370,20171104,  106,   54,  156
  370,20171105,   69,   18,  113
  370,20171106,   44,  -11,  107
  370,20171107,   34,  -28,   96
  370,20171108,   58,   38,   72
  370,20171109,   79,   57,  100
  370,20171110,   83,   34,  129
  370,20171111,   59,   26,   82
  370,20171112,   46,   31,   76
  370,20171113,   54,    1,  103
  370,20171114,   62,   -1,   95
  370,20171115,   86,   75,   95
  370,20171116,   91,   84,  100
  370,20171117,   48,    2,  101
  370,20171118,   56,    3,   83
  370,20171119,   55,   18,  102
  370,20171120,   67,   32,  112
  370,20171121,  109,   99,  120
  370,20171122,  112,  100,  136
  370,20171123,  115,   67,  160
  370,20171124,   68,   36,   96
  370,20171125,   30,   -5,   74
  370,20171126,   40,   23,   69
  370,20171127,   59,   30,   82
  370,20171128,   38,   -5,   75
  370,20171129,   16,  -18,   33
  370,20171130,   21,    6,   37